법인코드,법인명,접수번호,결산연도,처리상태,발췌테이블수,입력토큰,출력토큰,확정급여채무,사외적립자산,순확정급여부채,당기근무원가,이자비용,이자수익,순이자비용,급여지급액,보험수리적손익,퇴직급여비용합계,예상기여금,확정기여제도비용,할인율_최소,할인율_최대,할인율_중간,임금상승률_최소,임금상승률_최대,임금상승률_중간,듀레이션_최소,듀레이션_최대,듀레이션_중간
00120076,LX인터내셔널,20250320000626,2024,OK,9,13985,277,195372000000,193352000000,2020000000,25178000000,7246000000,8212000000,-965000000,15935000000,-489000000,24473000000,,,,,,,,,,,
00120182,NH투자증권,20250313000770,2024,OK,10,12758,300,329692000000,258115000000,71577000000,22604000000,11205000000,10267000000,938000000,40058000000,55418000000,53948000000,27756000000,,3.69,3.83,3.76,3.41,4.08,3.745,,,
00120438,롯데건설,20250331003610,2024,OK,9,12611,283,254142000000,304962000000,-50820000000,30487000000,12332000000,14397000000,-2065000000,18494000000,-20406000000,28447000000,,,,,,,,,,,7.4046
00120483,롯데물산,20250331003982,2024,OK,9,13303,276,13294000000,14583000000,-1289000000,1989000000,499000000,609000000,-110000000,297000000,697000000,,,144000000,,,,,,,,,8.37
00120526,롯데쇼핑,20250314001659,2024,OK,8,13850,291,993031548000,1063691404000,-70659856000,97098773000,39782823000,48238508000,-8455685000,111967797000,50630429000,160444776000,97649562000,34022692000,,,,,,,,,7.91
00120562,롯데지주,20250620000111,2024,OK,3,10542,281,2089562000000,1200016000000,-73158000000,206327000000,62026000000,55787000000,6239000000,151047000000,33683000000,,175806000000,,,,,,,,,,
00120571,롯데칠성음료,20250317000932,2024,부분(4/7),6,12803,270,344909000000,362319000000,-17410000000,,,16495000000,,25490000000,,,32515000000,6921000000,,,,,,,,,7.13
00120906,에스아이리소스,20250319000285,2024,부분(1/7),3,4905,248,,,,,,,,129058000,,129058000,,129058000,,,,,,,,,
00120924,매일홀딩스,20250320001467,2024,부분(3/7),5,13519,268,147188254000,162432560000,-15244306000,,,,,,-5436783055,18371548000,,,,,,,,,3.27,10.34,6.805
00120988,삼성메디슨,20250331001705,2024,OK,10,13050,282,92913491000,109810801000,-16897310000,7407348000,3987031000,5315097000,-1328066000,4566124000,11142395000,6079283000,,,,,,,,,,,9.5
00121154,엠에스씨,20250320000679,2024,OK,11,13403,293,20451351000000,12405378000000,8014425000000,1774959000000,664156000000,440665000000,223491000000,1877965000000,1099836000000,1998450000000,,221063000000,,,,,,,,,4.43
00121288,모나미,20250321000631,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00121507,무림SP,20250314001344,2024,부분(3/7),5,14269,261,18460311000,2232745000,16220671000,,,,,,,,1249000000,105000000,,,,,,,,,7.84
00121534,MH에탄올,20250312000625,2024,OK,8,13825,277,9803350000,7717339000,2086011000,1043224000,326231000,274900000,51331000,485026000,877656000,1094554000,,196992000,,,,,,,,,
00121543,무학,20250324000610,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00121686,엠케이전자,20250321001427,2024,OK,10,14519,286,22867597000,24762939000,-1895342000,2704871000,645844000,877755000,-231911000,1723604000,2253464000,2472960000,2892000000,734067000,,,,,,,,,9.82
00122056,미창석유공업,20250321001415,2024,OK,10,14008,275,15481886000,17157550000,-1675664000,621340000,559381000,686513000,-127132000,974557000,568002000,661243000,,167035000,,,,,,,,,
00122205,바른손,20250320001342,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00122348,방림,20241219000406,2024,OK,11,10846,278,12609652000,6416647000,6193005000,1110919000,573616000,343286000,230330000,1744367000,715667000,1643855000,,,,,,,,,,,6.0
00122481,태경비케이,20250320001058,2024,OK,9,12048,279,25624865000,28013163000,-2388298000,2058279000,710098000,924346000,-214248000,2233536000,1196353000,1844031000,,,,,,,,,,,5.1
00122579,BYC,20250320001026,2024,OK,8,10716,282,20936314969,20682081969,254233000,1915054291,697894780,755807067,-57912287,2059892546,1069000062,1857142004,1919000000,,,,,,,,,,5.86
00122737,팬오션,20250318000777,2024,OK,12,13166,285,23165000000,24818000000,-1653000000,5813000000,769000000,882000000,-113000000,2385000000,1392000000,7092000000,,,,,4.25,,,4.0,,,10.2
00122898,벽산,20250321001224,2024,OK,8,12832,284,43498297000,32695792000,10786651000,4123187000,1399666000,1104781000,294885000,2486866000,3711850000,4418072000,,,,,3.57,,,5.1,,,
00123107,보락,20250321000822,2024,OK,12,13919,274,2618796000,2488164000,130632000,278944000,,97394000,,325189000,422688000,181549000,,,,,3.4,,,2.6,,,5.37
00123143,보령,20250320001237,2024,OK,8,13647,291,65426901000,57436084000,7990817000,6315461000,2600287000,2429736000,170551000,8160344000,4093865000,6486012000,6002161000,,,,,,,,6.59,9.39,7.99
00123541,보해양조,20250318001002,2024,OK,9,14565,281,18334990907,19554761182,-1219770275,1387925292,772462620,843806772,-71344152,1572874902,137979000,1316581140,89781000,,,,,,,,,,8.27
00123781,부국철강,20250320000887,2024,OK,12,13801,281,3809349000,4096283000,-286934000,131600000,156579000,560363000,-403784000,9849004000,117665000,365205000,,556645000,,,4.14,,,3.0,,,
00124027,부산산업,20250320000250,2024,OK,11,10035,285,9042191000,8590377000,451814000,1203352000,400839000,393783000,7056000,875393000,354797000,1210407000,,322638000,4.16,4.42,4.29,,,,,,
00124106,부산은행,20250514000045,2024,OK,7,8802,282,390581000000,463531000000,-72950000000,27149000000,17288000000,22395000000,-5107000000,8310000000,10534000000,,12000000000,,,,,,,,,,9.7
00124197,세아제강지주,20250317000708,2024,OK,6,8548,282,76054000000,79113000000,-3059000000,6456000000,3287000000,4066000000,-779000000,1623000000,2116000000,14749000000,,5386000000,,,,,,,,,
00124276,부스타,20250314000761,2024,OK,4,8132,271,13039620000,10600190000,2439430000,1944955000,441285000,425503000,15782000,1335325000,951359000,,,,,,,,,,,,
00124504,포스코인터내셔널,20250314001718,2024,부분(3/7),6,13490,258,268720000000,333634000000,-65134000000,,,,,,-15211000000,,,,,,,,,,,,8.44
00124577,엠소닉,20250331002668,2024,부분(3/7),6,9366,260,558155496,,558155496,80540000,,,,6667000,43806000,247000000,,247000000,,,,,,,,,
00124780,사조씨푸드,20250311000913,2024,OK,5,13896,274,7275977000,6870984000,404993000,975587000,204668000,242110000,-37442000,287374000,560980000,938144237,,,,,,,,,,,7.6
00124799,사조산업,20250312000903,2024,OK,4,7880,274,20944681000,18105668000,2839013000,3871497000,626690000,706669000,-79979000,3756015000,654921000,,,506466000,,,,,,,,,
00124805,푸른저축은행,20250318000957,2024,OK,7,13115,282,9110000000000,9112000000000,-2000000000,872000000000,204000000000,352000000000,-148000000000,517000000000,823000000000,1076000000000,,,,,,,,,,,
00125080,AK홀딩스,20250318001263,2024,부분(3/7),8,12489,263,310533855000,245912836000,64621019000,,,1124666000,,20911020000,,40185291000,,,,,,,,,,,
00125530,SPC삼립,20250318001175,2024,OK,8,14565,279,127919348000,151751438000,-23832090000,17960947000,4578923000,5936525000,-1357602000,14347704000,8069604000,20833224534,,,,,,,,,,,
00125576,체시스,20250321001138,2024,OK,7,13092,279,5359927429,1434516340,3925411089,367695973,193791660,70349616,123442044,437736435,358739260,491138017,,317625000,,,,,,,,,7.5596
00125655,삼미,20250331001707,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00125725,디모아,20250514000482,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00125743,현대비앤지스틸,20250321001499,2024,OK,9,10991,269,37846904395,27181251901,10665652494,5348472387,390323304,,390323304,3100061728,2148126284,,,,,,,,,,,,
00125910,엘티삼보,20250328000449,2024,OK,6,10955,280,42102132000,41634455000,400780000,3578510000,1828481000,2093497000,-265016000,10977041000,3027765000,10390718000,,185911000,,,,,,,,,
00125965,케이에이치미래물산,20250321001109,2024,부분(4/7),5,11813,260,692345000,507640000,184705000,,,38054000,,310942000,,,158000000,,,,,,,,,,5.98
00126061,대한상선,20250327000002,2024,OK,11,15193,272,2732568000,1725697000,1006871000,916712000,,68242000,,410667000,262292000,848470000,,,,,3.7,,,4.0,,,
00126186,삼성에스디에스,20250311001129,2024,OK,7,13682,288,1807377387000,2049634405000,-242257018000,128625894000,82798580000,105605480000,-22806900000,148086035000,91930465000,,177261000000,17502000000,,,,,,,,,7.48
00126201,삼성공조,20250320001319,2024,OK,8,12260,275,12108846000,10422186000,1686660000,1226661000,392704000,411186000,-18482000,2184612000,595445000,1208179000,,,,,,,,,,,
00126256,삼성생명,20250331004004,2024,부분(3/7),3,7776,272,,,,89159000000,55505000000,66430000000,-10925000000,,,78234000000,67642000000,,,,,,,,3.39,8.15,5.77
00126292,삼성카드,20250312000920,2024,OK,5,13560,283,231613830000,249164479000,-17550649000,15158107000,8883411000,10338690000,-1455279000,23765491000,17870281000,13702828278,19328000000,,,,,,,,,,
00126362,삼성SDI,20250311001275,2024,OK,9,11692,284,979811950000,1104851948000,-125039998000,84085444000,46943579000,62935345000,-15991766000,19706854000,84746092000,80390207000,,12296529000,,,,,,,,,
00126371,삼성전기,20250311001190,2024,OK,7,11750,291,908679631000,1072012729000,163333098000,71006072000,43773879000,48270464000,-4496585000,70770451000,-44847410000,66509487000,96981000000,19215197000,,,,,,,,,8.78
00126380,삼성전자,20250311001085,2024,OK,8,11816,298,17344784000000,19912945000000,-2568161000000,1400834000000,840271000000,1099379000000,-259108000000,1466188000000,599373000000,2840429000000,2081723000000,382391000000,,,,,,,,,9.98
00126478,삼성중공업,20250319000397,2024,OK,9,12537,275,594319563000,640739883000,-46420320000,47145370000,25047165000,29502106000,-4454941000,63601192000,56074745000,,,,,,,,,,,,
00126779,삼아알미늄,20250313001287,2024,OK,7,13837,278,16661675000,18390425000,-1728750000,1954948000,695539000,793705000,-98166000,2757970000,505472000,1895102000,,220036000,,,,,,,,,
00126788,삼아제약,20250320001308,2024,부분(3/7),7,12178,266,1573323000,1490451000,82872000,,,54638000,,,-223452524,46111000,,1519000000,,,,,,,,,6.22
00126937,삼양홀딩스,20250320000941,2024,OK,5,13782,285,160722000000,168598000000,-7876000000,15621000000,6688000000,7311000000,-623000000,18151000000,5760000000,22309000000,11985000000,,,,,,,,,,6.71
00127042,삼양통상,20250321001357,2024,OK,7,12722,273,8364161000,8834347000,-470186000,1365798000,282884000,360969000,-78085000,707419000,-89288000,1287713000,,,,,,,,,,,
00127158,씨아이테크,20250321000753,2024,OK,8,12916,272,4285462000,1312525000,2972937000,755027000,139128000,80435000,58693000,842967000,555267000,813721000,,,,,,,,,,,
00127167,삼영무역,20250318000675,2024,OK,8,17638,277,9574594000,11519144000,-1944550000,1433024000,356987000,507949000,-150962000,1215093000,90094000,664583679,,175000000,,,,,,,,,
00127200,삼영전자공업,20250320001464,2024,부분(2/7),6,8821,261,13784746000,15744753000,-1980613000,,,,,,86833954000,755740000,,463958000,,,,,,,,,
00127459,삼우씨엠건축사사무소,20250331004080,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00127699,유네코,20250331000237,2024,OK,11,14221,283,1375950000,1045857000,330093000,500621000,46307000,43213000,3094000,222027000,45877000,590801000,466000000,,,,,,,,7.37,7.57,7.47
00127802,삼익THK,20250313001328,2024,OK,7,13428,285,51317223373,42989183533,8328039840,4478583073,1905047849,2261014834,-355966985,2212998435,3873174154,4122616088,3000000000,,,,,,,,,,8.41
00127909,삼일,20250314001041,2024,OK,8,13729,271,2450604694,1880254906,570349788,295823100,68964186,78443427,-9479241,290464642,425449024,286343859,,,,,,,,,,,
00127936,삼일기업공사,20250320001455,2024,부분(2/7),2,2956,248,60103000,,60103000,12587000,,,,,,,,,,,,,,,,,
00127954,CJ프레시웨이,20250320000745,2024,OK,9,12508,278,137997590000,94553965000,43443625000,23001469000,5079933000,4171821000,908112000,20156072000,3688517000,23909580000,,,,,,,,,,,
00128032,삼일제약,20250328001724,2024,OK,8,12372,277,33853832000,16862572000,16991260000,3556960000,1394618000,831803000,562815000,3052736000,2865548000,4119775000,,,,,,,,,,,
00128111,포스코엠텍,20250313001212,2024,OK,10,10715,281,60859996000,74264576000,-13404580000,4932030000,2252065000,3112514000,-860449000,4529500000,3521940000,4071581000,,,,,,,,,,,7.16
00128175,원익큐브,20250317000887,2024,OK,12,13407,289,6088373552,5819592857,268780695,695332440,250788720,242057724,8730996,929226711,-72489736,704063436,,,3.86,4.07,3.965,4.0,4.35,4.175,,,
00128227,삼정펄프,20250327001293,2024,OK,12,13561,270,6779069000,6779069000,0,838915000,265607000,305237000,-39630000,582621000,418622000,1104522000,,,,,,,,,,,
00128315,삼지전자,20250313001096,2024,OK,11,13594,299,15919829000,17016096000,-1096267000,,721200000,229544000,491656000,1125109000,1992280000,2326199000,,,3.77,4.57,4.17,3.46,5.75,4.605,6.26,8.36,7.31
00128412,삼진제약,20250313001200,2024,OK,10,12965,284,59306511000,66872532000,-7566021000,5432431000,3761965000,4172916000,-410951000,49634057000,14206141000,5021480000,,564978000,,,,,,,,,10.88
00128546,삼천당제약,20250324000897,2024,OK,9,8520,282,30283872000,18883893000,11398079000,3600028000,966207000,587280000,378927000,2740581000,-81696000,3978954000,3849483000,,,,,,,,,,8.82
00128661,에스에이엠티,20250312001100,2024,OK,11,13072,280,8047819000,8575514000,-527695000,823093000,263962000,362001000,-98039000,557557000,1921883000,2072117000,,1347063000,,,,,,,,,7.88
00128971,디엘건설,20250314001622,2024,OK,10,11458,278,55805000000,64585000000,-8780000000,7919000000,2786000000,3269000000,-483000000,13630000000,2801000000,7436000000,,,,,,,,,,,
00128980,삼호개발,20250317000096,2024,OK,11,11816,284,30407195000,27713952000,2693243000,4812983000,1026151000,1061724000,-35573000,4106182000,1607855000,4777410000,,,,,3.78,,,5.5,,,
00129013,CJ씨푸드,20250317000808,2024,부분(4/7),9,14323,271,16330456000,16915388000,-584932000,,,633112000,,1062632000,-1705440559,1466802000,,354846000,,,,,,,,,3.98
00129235,삼화왕관,20250320000947,2024,OK,9,13542,275,11877569000,12560771000,-683202000,1026587000,391372000,428859000,-37487000,612871000,919578000,,,662651000,,,,,,,,,5.51
00129271,삼화전기,20250313000817,2024,OK,13,14159,289,28211376000,22710002000,5501374000,2027153000,967340000,820500000,146840000,2348654000,1568481000,2173993000,5000000000,,,,4.39,,,3.57,,,7.85
00129350,삼화콘덴서공업,20250313000953,2024,OK,10,14318,284,27368233000,29851506000,-2483273000,2850700000,1307267000,1471101000,-163834000,1538029000,-1805308000,2686866000,,,,,4.4,,,3.77,,,
00129387,삼화페인트공업,20250312000816,2024,OK,9,15115,282,17542590224,19574045996,-2031455772,2258676688,668431140,869094668,-200663528,2060658000,420227568,2111650940,,4237000000,,,,,,,,,6.33
00129615,상보,20250317000563,2024,OK,15,14347,272,7926068000,644992000,7281076000,906044000,314603000,30267000,284336000,389144000,62715000,1190379000,,,,,,,,,,,
00129642,상신브레이크,20250314001195,2024,OK,9,13032,287,61371976260,70458588621,-9086612361,5695032549,2128810368,2946380004,-817569636,8785064209,4488623594,4877462913,,,,,,,,,5.62,9.54,7.58
00129679,녹십자,20250318001288,2024,OK,10,15161,292,189125000000,172644000000,16481000000,20509000000,7100000000,8193000000,-1093000000,18346000000,19242000000,27609000000,40113000000,,,,,,,,5.36,9.99,7.675
00129989,코스모신소재,20250314000812,2024,OK,8,13724,285,38850131960,30508889257,8341242703,3317512772,1258159428,1063859292,194300136,1953117850,1517036368,3511812908,6000000000,,,,,,,,,,7.762
00130152,서광,20250331000166,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00130383,서부T&D,20250318001411,2024,OK,6,12461,279,7610469000,8430460000,-819991000,2078692000,229797000,250062000,-20265000,895216000,50889000,,1966000000,569000000,,,,,,,,,5.377
00130587,서울전자통신,20250320001197,2024,OK,6,12976,280,1882858000,1868731000,14127000,323366000,80583000,94427000,-13844000,782669000,167046000,309522000,268731000,4250000,,,,,,,,,8.24
00130763,서울반도체,20250327001143,2024,부분(4/7),11,12498,261,7632206000,0,7632206000,370204000,252574000,0,252574000,,379480000,,,,,,,,,,,,
00130772,SBS,20250320001108,2024,OK,16,14556,279,205865230000,244979493000,-39114263000,17449111000,8416166000,10461675000,-2045509000,33215026000,4012391000,15403601000,,,,,,,,,,,
00130879,서울식품공업,20250320000850,2024,부분(4/7),8,13188,271,8185945415,1964282112,6221663303,,,75725316,,1219883958,772882341,1023188760,,,,,4.25,,,3.53,,,
00131018,서울제약,20250320001077,2024,OK,11,13256,276,4968794000,1271348000,3697446000,867032000,192571000,48117000,144454000,290071000,96947000,1011486000,,,,,,,,,,,7.6
00131054,유진증권,20250318000789,2024,퇴직연금없음,,,,,,,,,,,,,,,,,,,,,,,,
00131692,서흥,20250320000847,2024,OK,12,14527,280,51618708000,53323791000,-1705083000,5393938000,1499837000,1549761000,-49924000,2667802000,763541000,5446151000,,,,,,,,,,,8.43
00131832,SK디스커버리,20250318001277,2024,OK,4,6431,286,280888878000,334277198000,-53388320000,37728843000,9122854000,,9122854000,18513484000,2562599000,46851697000,34818005000,1032839000,,,,,,,,,7.04
00131850,SK증권,20250319001113,2024,OK,5,10782,292,64088000000,59089000000,4999000000,8958000000,2356000000,2141000000,215000000,6429000000,1895000000,,,,5.35,5.88,5.615,,,,5.35,5.88,5.615
00131896,선광,20250321001544,2024,부분(3/7),5,3444,263,26215082000,20176002000,6039080000,,,,,,,,608000000,,,,,,,,5.85,8.04,6.945
00132202,선진뷰티사이언스,20250320000733,2024,부분(4/7),9,14235,268,1887699000,,1887699000,131763000,70025000,,70025000,57127000,-113206000,201788000,,703000000,,,,,,,,,
00132318,성광벤드,20250320001354,2024,OK,8,13310,277,33642590000,33067001000,575589000,2398113000,1415508000,1485902000,-70394000,2111147000,2730009000,2327719000,,,,,,,,,,,
00132354,쿠쿠홀딩스,20250317000970,2024,OK,8,13790,285,36657762000,39607943000,-2950181000,4139738000,1290942000,1885845000,-594903000,3323804000,1722499000,3592843000,3615652000,,,,,,,,,,8.36
00132488,신세계톰보이,20250312000995,2024,OK,12,14188,280,12041837000,13217689000,-1175852000,1089695000,400770000,502061000,-101291000,1286557000,1096368000,1970265000,0,,,,,,,,,,7.91
00132628,성문전자,20250320000385,2024,OK,11,12695,283,3694968000,2898620000,796348000,450457000,39640000,134904000,-95264000,286281000,281560000,355193000,290574000,,3.52,3.67,3.595,,,,,,
00132637,동원시스템즈,20250318000868,2024,OK,6,12612,282,64442437000,67786284000,-3343847000,6942724000,2264052000,2693774000,-429722000,8795575000,5227614000,6513002816,7163431000,,,,,,,,,,
